Paid,AreaType,AvgIncome,Age,LateFees,Gender,UnemployRate,Newsletter,EmailDomain
Paid,Suburban,37294.19,39,0,Male,0.02,Yes,yandex.com
Default,Urban,51627.67,21,0,Male,0.31,No,aol.com
Paid,Urban,67002.44,38,0,Female,0.01,Yes,icloud.com
Paid,Rural,92245.85,19,0,Unknown,0.02,No,mail.com
Default,Urban,79274.46,28,86,Female,0.02,No,icloud.com
Default,Urban,46649.98,31,0,Female,0.22,Yes,icloud.com
Paid,Urban,67193.68,37,0,Male,0.14,No,gmail.com
Paid,Urban,110356.13,33,0,Male,0.03,No,gmail.com
Paid,Urban,72224.47,25,0,Male,0.02,No,yahoo.com
Paid,Urban,63453.49,48,0,Female,0.04,No,msn.com
Paid,Urban,79834.79,48,0,Female,0.04,Yes,yahoo.com
Paid,Urban,85267.86,36,0,Male,0.02,No,gmail.com
Paid,Urban,60876.63,34,0,Male,0.06,No,yahoo.com
Paid,Urban,80051.5,22,0,Female,0.01,No,icloud.com
Paid,Suburban,63422.21,18,0,Female,0.02,No,gmail.com
Paid,Suburban,84386.55,25,0,Male,0.03,Yes,gmail.com
Default,Urban,73393.86,32,123,Male,0.12,No,yahoo.com
Default,Urban,79639.36,34,0,Female,0.02,No,gmail.com
Paid,Suburban,54816.33,31,0,Female,0.02,No,gmail.com
Default,Urban,53574.27,34,0,Unknown,0.08,Yes,aol.com
Paid,Urban,88909.95,54,0,Male,0.03,Yes,yahoo.com
Paid,Suburban,68412.07,39,0,Female,0.07,No,gmail.com
Paid,Rural,75700.69,40,0,Male,0.08,No,yahoo.com
Paid,Suburban,63872.09,23,0,Female,0.13,No,gmail.com
Paid,Urban,87974.54,30,0,Male,0.02,Yes,outlook.com
Paid,Suburban,57843.8,39,0,Male,0.02,Yes,gmail.com
Default,Urban,67287.98,32,0,Female,0.05,No,outlook.com
Paid,Suburban,85719.86,54,0,Female,0.02,Yes,gmail.com
Paid,Urban,93459.35,27,0,Female,0.01,Yes,yandex.com
Paid,Urban,59524.81,22,0,Female,0.02,No,gmail.com
Default,Suburban,109193.68,40,0,Male,0.02,Yes,yandex.com
Paid,Urban,76264.83,30,0,Female,0.16,Yes,yahoo.com
Paid,Urban,49141.43,44,0,Male,0.02,No,gmail.com
Default,Rural,77381.04,31,0,Female,0.02,No,protonmail.com
Default,Urban,62340.02,40,0,Female,0.25,No,yahoo.com
Paid,Urban,78681.37,20,0,Female,0.1,No,gmail.com
Paid,Urban,69142.88,37,0,Male,0.02,No,gmail.com
Paid,Suburban,71485.47,44,0,Male,0.02,No,gmail.com
Default,Suburban,51768.13,32,0,Male,0.08,No,icloud.com
Default,Urban,89801.22,21,0,Male,0.04,Yes,yandex.com
Paid,Suburban,46877.45,26,0,Unknown,0.02,No,gmail.com
Paid,Urban,47824.7,19,0,Unknown,0.03,No,gmail.com
Paid,Suburban,77347.21,28,0,Female,0.24,Yes,yandex.com
Paid,Urban,102056.88,47,0,Male,0.01,No,gmail.com
Paid,Urban,62948.14,32,0,Unknown,0.14,No,gmail.com
Paid,Rural,84019.45,25,0,Female,0.03,No,Other
Default,Urban,91466.8,52,98,Male,0.01,No,icloud.com
Paid,Urban,86293.69,19,0,Female,0.04,No,outlook.com
Paid,Urban,63775.83,34,0,Female,0.01,Yes,gmail.com
Default,Rural,48179.07,18,0,Male,0.15,No,yahoo.com
Paid,Urban,25849.05,29,0,Male,0.29,Yes,outlook.com
Paid,Urban,64743.19,33,0,Female,0.1,No,gmail.com
Paid,Urban,93561.75,23,0,Male,0.03,Yes,gmail.com
Default,Urban,47516.68,43,0,Male,0.29,No,yahoo.com
Default,Urban,84004.2,35,0,Male,0.02,No,gmail.com
Default,Suburban,50996.95,32,0,Unknown,0.19,Yes,yandex.com
Paid,Rural,72121.45,26,0,Female,0.14,Yes,icloud.com
Paid,Urban,84155.83,49,0,Female,0.01,Yes,Other
Default,Urban,56810.09,33,154,Female,0.02,No,msn.com
Default,Urban,73409.69,28,295,Female,0.06,Yes,outlook.com
Paid,Urban,61698.17,47,0,Female,0.16,No,aol.com
Default,Rural,84102.97,49,0,Male,0.03,No,yahoo.com
Paid,Urban,74706.34,47,0,Female,0.15,No,yahoo.com
Default,Urban,71130.15,26,198,Male,0.2,Yes,yahoo.com
Paid,Suburban,101167.0,32,0,Female,0.02,Yes,icloud.com
Paid,Urban,83246.12,45,0,Unknown,0.02,Yes,outlook.com
Paid,Suburban,56192.96,25,0,Male,0.08,Yes,hotmail.com
Default,Urban,68282.72,59,0,Female,0.13,Yes,gmail.com
Default,Suburban,68482.02,30,0,Male,0.22,No,outlook.com
Default,Rural,71606.39,25,0,Unknown,0.02,No,icloud.com
Paid,Suburban,120490.19,30,0,Female,0.02,No,msn.com
Default,Rural,77417.04,29,67,Unknown,0.2,Yes,mail.com
Default,Urban,29281.95,32,0,Female,0.34,No,outlook.com
Paid,Urban,59144.02,30,0,Male,0.02,Yes,yahoo.com
Default,Suburban,31352.56,18,70,Unknown,0.23,Yes,gmail.com
Paid,Urban,63404.03,25,0,Female,0.02,No,icloud.com
Default,Urban,30253.8,34,0,Female,0.13,No,outlook.com
Default,Urban,52568.19,39,0,Female,0.09,No,yandex.com
Paid,Urban,39585.57,29,0,Male,0.02,Yes,outlook.com
Paid,Urban,77683.2,24,0,Female,0.02,No,icloud.com
Paid,Urban,70010.79,26,0,Male,0.01,Yes,icloud.com
Paid,Suburban,76059.25,25,0,Unknown,0.05,No,yahoo.com
Default,Urban,67908.97,24,0,Male,0.27,No,gmail.com
Paid,Urban,42114.04,35,0,Female,0.15,No,gmail.com
Paid,Urban,80270.43,33,0,Diverse,0.01,Yes,aol.com
Paid,Urban,108444.49,42,0,Male,0.02,Yes,yahoo.com
Paid,Rural,78184.25,23,0,Male,0.09,No,gmail.com
Paid,Urban,61481.51,35,0,Male,0.02,No,protonmail.com
Paid,Urban,41438.66,45,0,Female,0.04,No,yahoo.com
Paid,Suburban,51838.66,30,0,Male,0.01,Yes,gmail.com
Default,Urban,79060.79,28,0,Unknown,0.12,No,gmail.com
Default,Urban,91462.36,29,0,Female,0.04,No,gmail.com
Paid,Urban,75217.32,35,0,Female,0.02,No,Other
Paid,Rural,85997.75,22,0,Unknown,0.01,No,gmail.com
Paid,Urban,84153.56,22,0,Male,0.02,Yes,aol.com
Paid,Urban,80130.69,24,0,Female,0.02,Yes,gmail.com
Paid,Urban,56830.53,51,0,Female,0.02,No,gmail.com
Paid,Urban,73478.47,30,0,Male,0.02,Yes,gmail.com
Default,Urban,53032.44,29,0,Unknown,0.15,Yes,mail.com
Default,Urban,70348.58,28,0,Female,0.11,Yes,Other
Paid,Urban,76617.27,26,0,Unknown,0.02,Yes,outlook.com
Paid,Rural,103575.68,34,0,Unknown,0.02,Yes,gmail.com
Paid,Suburban,43805.36,37,0,Female,0.02,No,gmail.com
Paid,Urban,79630.15,32,0,Diverse,0.03,No,gmail.com
Paid,Suburban,99624.73,27,0,Female,0.01,Yes,outlook.com
Paid,Urban,85176.96,24,0,Unknown,0.03,No,aol.com
Paid,Urban,86658.91,41,0,Male,0.01,No,aol.com
Default,Suburban,81753.9,35,0,Male,0.02,Yes,yahoo.com
Paid,Suburban,95966.69,23,0,Male,0.01,Yes,outlook.com
Paid,Suburban,48250.44,39,0,Male,0.08,Yes,yahoo.com
Paid,Urban,42281.47,43,0,Female,0.02,No,yahoo.com
Paid,Rural,69873.32,27,0,Male,0.02,No,icloud.com
Default,Urban,26776.76,24,0,Male,0.43,No,icloud.com
Paid,Rural,94612.92,28,0,Male,0.03,No,icloud.com
Paid,Rural,94414.3,38,0,Female,0.03,Yes,gmail.com
Paid,Urban,61332.99,50,0,Male,0.12,No,yahoo.com
Default,Suburban,62584.59,68,124,Female,0.21,Yes,outlook.com
Default,Urban,68553.05,36,280,Male,0.04,No,yahoo.com
Default,Urban,71040.41,29,0,Female,0.22,Yes,yahoo.com
Default,Urban,72543.48,26,0,Male,0.15,No,gmail.com
Default,Urban,81164.64,26,0,Male,0.02,No,icloud.com
Paid,Rural,66547.47,33,0,Male,0.05,No,gmail.com
Paid,Suburban,88863.87,65,0,Unknown,0.01,Yes,outlook.com
Paid,Urban,78918.96,49,0,Female,0.03,No,hotmail.com
Paid,Suburban,57860.73,47,0,Unknown,0.1,No,hotmail.com
Paid,Rural,96702.25,34,0,Female,0.02,No,yandex.com
Paid,Urban,42834.86,35,0,Male,0.03,Yes,yahoo.com
Default,Rural,68156.68,38,193,Unknown,0.02,Yes,yahoo.com
Paid,Urban,89338.35,41,0,Male,0.02,Yes,icloud.com
Paid,Suburban,55538.54,21,0,Male,0.02,No,msn.com
Paid,Urban,76191.11,19,0,Diverse,0.02,Yes,yahoo.com
Paid,Urban,80866.79,25,0,Male,0.02,No,aol.com
Default,Urban,52789.52,25,0,Female,0.15,No,outlook.com
Default,Suburban,68550.45,19,0,Male,0.02,Yes,outlook.com
Paid,Urban,66869.92,30,0,Male,0.02,No,gmail.com
Paid,Urban,58965.24,22,0,Female,0.14,Yes,gmail.com
Paid,Urban,116033.5,32,0,Male,0.03,Yes,yahoo.com
Paid,Rural,54737.87,28,0,Unknown,0.02,Yes,icloud.com
Paid,Urban,90098.61,27,0,Female,0.03,Yes,yahoo.com
Paid,Urban,62143.98,28,0,Male,0.06,No,aol.com
Default,Urban,48267.28,20,0,Female,0.08,No,yahoo.com
Paid,Urban,72056.28,32,0,Female,0.05,Yes,yahoo.com
Paid,Suburban,82981.87,23,0,Female,0.03,No,yahoo.com
Paid,Suburban,88410.19,18,0,Male,0.03,No,icloud.com
Paid,Urban,101245.3,39,0,Unknown,0.02,No,outlook.com
Paid,Urban,128904.93,27,0,Unknown,0.01,No,icloud.com
Paid,Suburban,75010.28,57,0,Male,0.1,No,yahoo.com
Paid,Urban,56738.16,48,0,Unknown,0.04,No,yahoo.com
Paid,Suburban,79057.49,23,0,Female,0.16,Yes,outlook.com
Paid,Suburban,64675.74,18,0,Unknown,0.02,Yes,gmail.com
Paid,Suburban,88519.32,33,0,Female,0.02,Yes,gmail.com
Paid,Urban,44056.71,26,0,Female,0.02,Yes,gmail.com
Default,Urban,117366.69,28,130,Male,0.02,No,gmail.com
Paid,Rural,87120.96,23,0,Female,0.01,No,icloud.com
Paid,Urban,36319.92,28,0,Female,0.02,No,protonmail.com
Paid,Suburban,55819.42,31,0,Female,0.05,Yes,protonmail.com
Paid,Urban,86321.62,21,0,Female,0.02,Yes,aol.com
Paid,Suburban,93526.88,49,0,Female,0.02,Yes,yahoo.com
Default,Urban,44555.25,27,0,Female,0.14,Yes,yahoo.com
Default,Urban,84260.52,25,0,Unknown,0.02,Yes,gmail.com
Paid,Urban,31053.2,37,0,Diverse,0.12,No,gmail.com
Paid,Suburban,68213.28,34,0,Male,0.07,No,yandex.com
Paid,Suburban,92240.94,28,0,Unknown,0.01,Yes,outlook.com
Paid,Urban,58969.69,32,0,Female,0.03,Yes,yahoo.com
Paid,Urban,39861.55,33,0,Male,0.18,No,icloud.com
Default,Suburban,72924.3,28,0,Male,0.26,Yes,gmail.com
Default,Urban,57905.62,20,0,Unknown,0.02,Yes,hotmail.com
Default,Urban,82591.17,26,0,Female,0.02,No,gmail.com
Default,Urban,52293.47,26,104,Male,0.06,Yes,gmail.com
Paid,Urban,54547.26,32,0,Female,0.02,Yes,yahoo.com
Default,Urban,29579.95,33,0,Male,0.35,Yes,yahoo.com
Default,Urban,73398.89,27,0,Unknown,0.18,No,aol.com
Paid,Urban,66781.9,22,0,Female,0.02,No,yandex.com
Default,Urban,46232.31,27,78,Female,0.02,No,gmail.com
Paid,Urban,73875.97,28,0,Female,0.24,No,gmail.com
Paid,Urban,90541.41,33,0,Male,0.03,Yes,outlook.com
Paid,Urban,65688.64,19,0,Male,0.08,No,msn.com
Default,Suburban,75363.34,49,172,Female,0.02,No,aol.com
Paid,Urban,75466.22,27,0,Unknown,0.07,No,yahoo.com
Default,Urban,45913.4,27,0,Male,0.21,No,yahoo.com
Paid,Urban,111131.72,43,0,Unknown,0.03,No,outlook.com
Paid,Urban,60583.0,37,0,Female,0.09,Yes,gmail.com
Paid,Urban,83122.32,23,0,Male,0.02,Yes,outlook.com
Paid,Urban,85384.31,18,0,Male,0.01,Yes,gmail.com
Paid,Rural,67208.1,32,0,Male,0.07,No,gmail.com
Paid,Urban,82135.9,39,0,Male,0.01,Yes,protonmail.com
Default,Rural,74916.38,19,0,Male,0.13,Yes,gmail.com
Paid,Urban,41647.2,34,0,Male,0.02,Yes,gmail.com
Default,Urban,63354.55,34,153,Female,0.13,No,yahoo.com
Paid,Urban,57748.98,66,0,Female,0.19,No,gmail.com
Default,Urban,60765.1,35,0,Female,0.09,No,yahoo.com
Default,Urban,43919.94,18,0,Male,0.03,Yes,yandex.com
Paid,Suburban,92528.67,28,0,Male,0.04,No,gmail.com
Paid,Urban,102039.85,26,0,Female,0.02,No,outlook.com
Paid,Rural,89560.06,28,0,Male,0.02,No,yahoo.com
Paid,Suburban,95410.58,24,0,Female,0.03,Yes,yahoo.com
Paid,Urban,63107.3,19,0,Female,0.02,No,gmail.com
Paid,Urban,57274.86,34,0,Unknown,0.06,No,aol.com
Paid,Urban,54428.26,22,0,Male,0.1,Yes,yahoo.com
Default,Urban,82881.3,45,275,Male,0.01,No,gmail.com
Paid,Urban,74541.26,31,0,Female,0.01,Yes,hotmail.com
Paid,Urban,68455.57,40,0,Male,0.19,No,outlook.com
Paid,Urban,95902.97,44,0,Female,0.02,Yes,outlook.com
Paid,Urban,78098.83,44,0,Male,0.14,Yes,hotmail.com
Paid,Rural,53226.85,31,0,Female,0.02,Yes,gmail.com
Paid,Suburban,56381.82,35,0,Male,0.03,No,protonmail.com
Default,Rural,83639.87,20,174,Unknown,0.01,No,gmail.com
Default,Urban,90834.66,32,0,Male,0.01,Yes,gmail.com
Paid,Urban,81033.6,24,0,Female,0.01,Yes,gmail.com
Paid,Urban,107937.77,34,0,Male,0.02,Yes,icloud.com
Default,Urban,102700.14,44,83,Male,0.02,No,icloud.com
Paid,Urban,78820.72,38,0,Female,0.03,Yes,Other
Default,Suburban,53228.39,31,0,Female,0.25,No,yahoo.com
Default,Suburban,43800.25,19,0,Female,0.11,Yes,msn.com
Default,Urban,62252.37,24,0,Female,0.12,No,yahoo.com
Paid,Urban,85064.27,29,0,Unknown,0.02,No,icloud.com
Default,Urban,106532.94,45,0,Male,0.03,No,gmail.com
Paid,Urban,78348.94,40,0,Male,0.02,Yes,msn.com
Paid,Urban,93374.46,31,0,Unknown,0.02,Yes,icloud.com
Paid,Urban,65093.85,26,0,Unknown,0.05,No,icloud.com
Default,Urban,82455.38,32,177,Female,0.02,Yes,gmail.com
Paid,Rural,86467.14,49,0,Male,0.02,No,yahoo.com
Default,Urban,30408.11,23,0,Male,0.04,No,gmail.com
Paid,Suburban,61731.22,53,0,Female,0.04,No,aol.com
Paid,Urban,88994.01,33,0,Female,0.02,No,Other
Paid,Urban,75489.37,60,0,Male,0.13,Yes,gmail.com
Paid,Urban,46069.7,39,0,Female,0.02,Yes,gmail.com
Default,Urban,21397.55,36,0,Male,0.43,Yes,outlook.com
Paid,Urban,62684.39,21,0,Diverse,0.03,No,yahoo.com
Paid,Suburban,68568.29,27,0,Female,0.02,No,aol.com
Paid,Suburban,52321.54,33,0,Unknown,0.08,No,yahoo.com
Paid,Urban,72861.7,24,0,Female,0.01,No,Other
Paid,Urban,80127.73,29,0,Female,0.03,Yes,aol.com
Default,Rural,83413.74,30,214,Male,0.02,No,gmail.com
Default,Urban,22881.62,34,0,Female,0.25,Yes,gmail.com
Paid,Urban,43714.3,30,0,Male,0.02,No,msn.com
Paid,Urban,63907.55,59,0,Unknown,0.19,Yes,protonmail.com
Paid,Suburban,81443.46,31,0,Male,0.03,No,yahoo.com
Default,Rural,79784.68,18,0,Unknown,0.11,Yes,yahoo.com
Paid,Urban,79437.4,33,0,Male,0.1,No,gmail.com
Paid,Rural,62331.64,31,0,Male,0.05,No,gmail.com
Default,Suburban,63447.33,26,0,Male,0.37,Yes,aol.com
Paid,Urban,55433.41,42,0,Female,0.09,No,gmail.com
Paid,Urban,85363.88,28,0,Female,0.01,No,icloud.com
Default,Urban,51590.22,26,0,Male,0.28,No,gmail.com
Paid,Rural,87000.73,55,0,Male,0.03,No,gmail.com
Paid,Urban,74157.06,37,0,Male,0.05,No,yahoo.com
Default,Suburban,69099.11,26,293,Male,0.07,No,yahoo.com
Paid,Urban,56865.79,32,0,Unknown,0.03,Yes,icloud.com
Default,Suburban,42889.16,37,266,Female,0.12,Yes,gmail.com
Paid,Urban,57046.94,42,0,Male,0.14,No,outlook.com
Paid,Urban,63399.86,32,0,Male,0.02,No,gmail.com
Default,Suburban,22619.51,23,0,Male,0.16,No,yahoo.com
Default,Suburban,66052.9,38,293,Female,0.02,No,gmail.com
Paid,Rural,88487.15,19,0,Diverse,0.02,Yes,protonmail.com
Default,Urban,81344.36,21,130,Female,0.03,No,gmail.com
Paid,Suburban,60075.88,55,0,Female,0.02,Yes,yahoo.com
Paid,Urban,70938.73,48,0,Male,0.06,No,aol.com
Paid,Urban,58876.71,31,0,Unknown,0.08,Yes,protonmail.com
Paid,Urban,72975.21,47,0,Male,0.11,Yes,gmail.com
Paid,Urban,100802.16,29,0,Diverse,0.02,Yes,icloud.com
Default,Urban,89369.98,19,79,Male,0.03,Yes,aol.com
Paid,Rural,80415.89,21,0,Male,0.01,No,yahoo.com
Default,Urban,60142.3,24,0,Female,0.14,No,mail.com
Paid,Suburban,84998.77,20,0,Male,0.02,Yes,yahoo.com
Paid,Urban,36262.46,31,0,Male,0.02,No,aol.com
Paid,Urban,64952.93,28,0,Male,0.13,Yes,gmail.com
Default,Urban,81674.23,23,235,Female,0.03,Yes,yandex.com
Paid,Rural,84808.42,35,0,Female,0.02,No,icloud.com
Paid,Rural,83397.69,31,0,Male,0.02,No,aol.com
Paid,Rural,75896.61,38,0,Male,0.07,No,outlook.com
Default,Rural,66085.5,29,0,Female,0.17,No,yahoo.com
Paid,Urban,80759.52,26,0,Female,0.03,Yes,gmail.com
Default,Urban,50942.78,37,0,Female,0.3,No,yandex.com
Paid,Suburban,53106.45,24,0,Unknown,0.02,No,protonmail.com
Default,Urban,71234.69,40,235,Female,0.03,Yes,gmail.com
Default,Urban,73463.95,29,0,Male,0.02,Yes,gmail.com
Paid,Urban,33487.7,20,0,Female,0.08,No,yahoo.com
Paid,Urban,79102.93,25,0,Diverse,0.07,No,gmail.com
Paid,Urban,85454.57,40,0,Female,0.02,No,yahoo.com
Paid,Urban,68454.3,33,0,Female,0.1,Yes,gmail.com
Paid,Urban,117489.33,30,0,Female,0.02,Yes,icloud.com
Paid,Urban,56341.3,58,0,Female,0.09,No,gmail.com
Default,Urban,62778.26,25,0,Male,0.21,No,gmail.com
Paid,Urban,62098.66,34,0,Male,0.02,No,yahoo.com
Paid,Suburban,68476.25,29,0,Female,0.02,No,icloud.com
Paid,Urban,63425.5,24,0,Male,0.08,Yes,yahoo.com
Paid,Urban,41863.79,19,0,Diverse,0.1,Yes,outlook.com
Paid,Suburban,59069.03,40,0,Male,0.02,Yes,yahoo.com
Paid,Urban,68047.59,21,0,Male,0.07,Yes,gmail.com
Paid,Urban,94571.44,25,0,Male,0.01,No,yandex.com
Default,Suburban,114044.87,28,0,Female,0.03,No,gmail.com
Paid,Urban,96709.48,18,0,Female,0.03,No,icloud.com
Default,Suburban,54492.42,23,0,Female,0.09,No,yahoo.com
Paid,Suburban,56083.81,40,0,Male,0.15,Yes,outlook.com
Paid,Suburban,66813.43,31,0,Female,0.02,No,yahoo.com
Paid,Urban,105691.18,23,0,Female,0.03,No,gmail.com
Paid,Urban,66691.52,46,0,Female,0.16,No,yahoo.com
Paid,Urban,43449.85,23,0,Female,0.02,No,protonmail.com
Paid,Urban,59976.46,28,0,Male,0.02,No,gmail.com
Paid,Urban,85141.12,49,0,Unknown,0.01,No,yahoo.com
Paid,Urban,83798.81,41,0,Female,0.02,Yes,hotmail.com
Paid,Urban,65995.67,43,0,Unknown,0.02,No,msn.com
Paid,Urban,83668.29,27,0,Female,0.03,No,gmail.com
Default,Urban,24536.56,53,0,Male,0.42,Yes,aol.com
Default,Urban,72076.58,18,0,Male,0.25,No,hotmail.com
Paid,Suburban,87213.71,22,0,Female,0.02,Yes,yahoo.com
Paid,Urban,53342.73,19,0,Female,0.18,No,yahoo.com
Paid,Urban,53273.23,44,0,Female,0.12,No,gmail.com
Paid,Rural,32671.04,27,0,Male,0.02,No,gmail.com
Paid,Urban,101797.91,37,0,Male,0.02,Yes,yahoo.com
Paid,Urban,55596.92,31,0,Male,0.07,No,outlook.com
Default,Urban,74820.87,29,0,Unknown,0.02,Yes,gmail.com
Paid,Suburban,82078.34,30,0,Male,0.01,No,gmail.com
Default,Urban,100241.36,57,109,Male,0.02,No,yandex.com
Paid,Urban,66922.04,30,0,Female,0.08,No,gmail.com
Paid,Urban,59211.4,36,0,Female,0.14,Yes,icloud.com
Default,Rural,73461.35,36,0,Unknown,0.12,Yes,gmail.com
Paid,Urban,95681.61,47,0,Male,0.03,No,icloud.com
Paid,Urban,66596.55,51,0,Male,0.12,No,icloud.com
Default,Rural,50902.62,28,0,Male,0.11,Yes,protonmail.com
Paid,Urban,39184.84,38,0,Female,0.02,No,yahoo.com
Paid,Rural,45574.05,56,0,Male,0.02,No,gmail.com
Default,Urban,87287.83,29,0,Male,0.02,No,yandex.com
Default,Suburban,63587.51,27,0,Unknown,0.23,No,gmail.com
Paid,Urban,57849.58,24,0,Diverse,0.03,No,gmail.com
Paid,Suburban,55680.66,32,0,Diverse,0.04,Yes,aol.com
Default,Rural,71700.92,36,0,Female,0.3,No,aol.com
Paid,Urban,65210.9,46,0,Male,0.16,No,aol.com
Paid,Urban,64537.36,28,0,Male,0.02,No,yahoo.com
Paid,Urban,96986.48,29,0,Female,0.02,Yes,outlook.com
Default,Urban,100760.33,45,126,Female,0.04,No,yahoo.com
Default,Urban,37799.57,34,0,Female,0.02,Yes,gmail.com
Paid,Urban,76551.85,29,0,Female,0.02,No,gmail.com
Paid,Urban,54462.76,27,0,Unknown,0.14,No,gmail.com
Default,Urban,65034.98,34,0,Female,0.04,No,outlook.com
Paid,Urban,76185.57,36,0,Male,0.11,Yes,protonmail.com
Paid,Suburban,65745.6,29,0,Male,0.1,No,protonmail.com
Paid,Urban,74609.2,56,0,Female,0.06,No,protonmail.com
Default,Urban,83459.4,31,0,Female,0.02,Yes,gmail.com
Paid,Urban,75891.54,46,0,Male,0.02,No,yahoo.com
Paid,Urban,57063.27,42,0,Male,0.08,No,icloud.com
Paid,Urban,57416.01,30,0,Unknown,0.01,No,yahoo.com
Default,Urban,41205.89,27,0,Female,0.23,Yes,yahoo.com
Paid,Urban,52921.59,62,0,Male,0.05,No,gmail.com
Paid,Suburban,109241.37,22,0,Male,0.02,No,protonmail.com
Paid,Urban,54159.93,20,0,Unknown,0.03,No,gmail.com
Paid,Suburban,46132.42,33,0,Diverse,0.08,Yes,msn.com
Default,Suburban,76398.56,23,0,Female,0.18,No,gmail.com
Default,Suburban,67792.7,18,260,Female,0.02,Yes,yahoo.com
Paid,Rural,66088.14,23,0,Unknown,0.22,No,gmail.com
Paid,Urban,98180.92,51,0,Male,0.03,No,gmail.com
Paid,Urban,80982.53,28,0,Female,0.03,Yes,icloud.com
Default,Rural,59400.14,29,0,Male,0.12,Yes,protonmail.com
Default,Urban,61510.48,27,0,Female,0.06,No,hotmail.com
Paid,Urban,59948.27,63,0,Male,0.02,Yes,gmail.com
Paid,Suburban,87494.79,27,0,Unknown,0.01,No,icloud.com
Paid,Suburban,63837.05,37,0,Male,0.02,Yes,gmail.com
Paid,Rural,34136.93,18,0,Diverse,0.02,No,gmail.com
Paid,Rural,69033.61,35,0,Female,0.06,No,gmail.com
Default,Suburban,39259.48,52,0,Male,0.22,No,gmail.com
Paid,Urban,113684.61,20,0,Unknown,0.02,Yes,icloud.com
Default,Rural,50686.64,37,144,Female,0.17,No,gmail.com
Paid,Urban,66762.7,32,0,Female,0.02,Yes,yahoo.com
Paid,Urban,75164.05,60,0,Male,0.1,No,gmail.com
Paid,Rural,64226.84,34,0,Female,0.02,Yes,aol.com
Paid,Urban,64199.39,24,0,Male,0.06,No,gmail.com
Paid,Urban,78436.55,26,0,Male,0.17,Yes,yahoo.com
Paid,Urban,100524.32,22,0,Male,0.03,No,outlook.com
Default,Rural,85350.18,23,157,Male,0.01,No,yahoo.com
Paid,Urban,99570.28,35,0,Female,0.04,No,gmail.com
Paid,Suburban,49067.62,29,0,Female,0.02,No,icloud.com
Default,Urban,76347.25,28,0,Male,0.22,No,protonmail.com
Default,Suburban,73104.92,37,0,Female,0.22,No,yahoo.com
Paid,Suburban,77021.83,22,0,Female,0.07,No,yahoo.com
Paid,Urban,97524.64,18,0,Male,0.03,No,yahoo.com
Paid,Urban,65584.22,30,0,Male,0.19,Yes,yahoo.com
Default,Urban,61889.93,25,0,Female,0.12,No,gmail.com
Paid,Rural,80679.62,32,0,Female,0.02,Yes,outlook.com
Default,Suburban,34435.95,28,159,Male,0.02,Yes,yahoo.com
Paid,Rural,65262.96,47,0,Male,0.18,No,icloud.com
Paid,Urban,67316.05,40,0,Male,0.05,Yes,outlook.com
Default,Suburban,51592.83,29,0,Female,0.02,Yes,outlook.com
Paid,Suburban,91141.18,40,0,Unknown,0.01,No,icloud.com
Paid,Suburban,48755.19,32,0,Female,0.01,No,hotmail.com
Default,Rural,67282.54,25,0,Male,0.22,Yes,msn.com
Paid,Urban,75863.14,32,0,Female,0.02,No,yahoo.com
Paid,Urban,97069.03,35,0,Unknown,0.03,Yes,yahoo.com
Default,Suburban,69788.87,18,0,Unknown,0.02,No,icloud.com
Paid,Suburban,88723.07,46,0,Unknown,0.02,Yes,gmail.com
Paid,Urban,84011.91,30,0,Female,0.01,Yes,yahoo.com
Paid,Urban,72469.15,20,0,Female,0.11,No,outlook.com
Paid,Urban,48209.73,57,0,Unknown,0.11,No,yahoo.com
Default,Urban,41308.38,39,0,Unknown,0.13,No,gmail.com
Paid,Urban,72130.11,32,0,Male,0.1,Yes,gmail.com
Default,Suburban,59146.06,23,286,Female,0.26,Yes,gmail.com
Paid,Suburban,88385.22,32,0,Unknown,0.03,Yes,aol.com
Paid,Urban,84917.13,18,0,Unknown,0.01,No,outlook.com
Default,Urban,66307.78,28,0,Female,0.13,Yes,aol.com
Default,Urban,46845.74,35,0,Female,0.1,Yes,hotmail.com
Paid,Urban,80214.71,34,0,Female,0.02,No,gmail.com
Default,Suburban,49641.01,46,0,Female,0.09,Yes,yandex.com
Default,Rural,54830.72,40,0,Male,0.11,No,gmail.com
Paid,Urban,50411.69,39,0,Male,0.1,No,yahoo.com
Default,Suburban,67229.98,33,0,Female,0.09,Yes,yandex.com
Paid,Rural,93403.85,49,0,Female,0.02,No,gmail.com
Default,Suburban,69899.18,25,0,Female,0.3,Yes,gmail.com
Default,Urban,61135.63,26,0,Male,0.1,Yes,gmail.com
Default,Rural,39487.7,27,0,Female,0.2,Yes,msn.com
Default,Urban,81042.49,46,0,Female,0.02,No,msn.com
Default,Urban,54391.91,29,0,Diverse,0.18,No,protonmail.com
Paid,Urban,72350.35,74,0,Female,0.12,No,yahoo.com
Paid,Urban,62915.63,24,0,Female,0.14,No,protonmail.com
Default,Urban,86763.54,31,0,Male,0.02,No,gmail.com
Paid,Urban,66855.27,38,0,Male,0.02,No,icloud.com
Paid,Urban,68821.47,33,0,Male,0.06,Yes,yahoo.com
Default,Suburban,79714.94,35,78,Diverse,0.02,Yes,gmail.com
Paid,Rural,112138.8,31,0,Female,0.02,Yes,hotmail.com
Paid,Urban,87768.94,25,0,Female,0.01,No,aol.com
